,0
0,17.355456175469406
1,19.795726053858992
2,26.244115587679
3,25.49409858186957
4,22.51829686500607
5,21.713500251493215
6,19.790609324921213
7,19.55623318498005
8,19.163564637429364
9,19.419730625292484
10,21.1323876491447
11,20.43187250775132
12,32.11402059558343
13,22.549540904975725
14,32.55648780900673
15,21.19796123246796
16,25.55731053439467
17,20.162647357529774
18,21.026966244967646
19,19.77295991391925
20,21.392815775363815
21,19.513651518580623
22,18.138292017905602
23,17.186585648758932
24,23.454497775623423
25,20.77432526840363
26,20.74447326794206
27,18.203986916938746
28,19.925170893392696
29,22.64280734213298
30,24.323022288719677
31,21.398107765747714
32,20.19357212666499
33,20.836146699830298
34,21.441027954515715
35,19.940477944047384
36,21.091612604001053
37,21.063039386526604
38,20.639140644617076
39,20.58876763734758
40,21.61176348953429
41,22.659263958708454
42,20.718467045444307
43,22.414831671169754
44,25.182126007612883
45,22.246096598798932
46,20.638244721051493
47,19.95576521494633
48,18.190226205101606
49,16.792142968998675
50,18.359839457990923
51,17.060323866597653
52,34.0238317942237
53,21.776050782509177
54,21.219688548511186
55,21.14611043149359
56,19.85328534956251
57,20.555942139514332
58,26.267232940049407
59,21.492472311389818
60,21.7543361923035
61,20.59356737277494
62,20.490174545471294
63,21.174287009815718
64,21.647797338791005
65,24.676476674310983
66,22.323669024790018
67,21.76390808253773
68,20.312141333873026
69,23.25988552550194
70,21.979791564274198
71,21.58566276425639
72,19.468554721693796
73,22.49416806758632
74,21.35792359009779
75,21.215340829026566
76,17.37646198904649
77,17.82511161228135
78,20.93930155599186
79,21.04756797111435
80,19.723236395279788
81,20.903127422058827
82,20.98318109991898
83,19.948558758060997
84,18.39576298634236
85,20.65397026335912
86,20.013599561345504
87,20.761885577907087
88,21.007981133282982
89,20.14964789156688
90,21.61608702951095
91,21.66312063551806
92,22.453513466773895
93,21.568478645128607
94,22.627055428613204
95,21.967188351724012
96,21.316681144257906
97,20.144749019205914
98,20.096303030696067
99,22.187178744190668
100,22.029449623827418
101,19.31319228336462
102,40.75150964290616
103,22.05127112744685
104,21.66842167864984
105,28.004365489023332
106,24.777767369549892
107,25.440684268032438
108,24.50828908642998
109,33.272019109649555
110,22.131534442179362
111,20.882686005039094
112,21.643422456423714
113,22.59098252166648
114,19.637774937358422
115,30.19512655636863
116,21.408978895703548
117,19.758530428776957
118,21.892716222479038
119,27.699880284063724
120,21.851983123215632
121,21.144661659502482
122,19.41524011614865
123,22.257818323670968
124,22.016395957514213
125,21.599011078216765
126,23.03429144999033
127,20.015574788570603
128,24.209066562937615
129,20.269652651028554
130,21.678019937078894
131,21.553455693348372
132,21.933682159079932
133,20.73464613444347
134,18.321629641435955
135,20.96339678932138
136,21.891591042377016
137,22.052601171373517
138,24.011015345155634
139,22.267767147263164
140,21.285657311351954
