,0
0,29.632653061224488
1,37.993197278911566
2,33.85657596371882
3,30.589569160997733
4,30.540816326530614
5,44.57879818594105
6,35.60600907029478
7,32.9030612244898
8,32.26020408163265
9,30.642290249433106
10,36.36167800453515
11,27.232993197278912
12,29.1734693877551
13,35.84920634920635
14,29.959750566893423
15,35.31575963718821
16,31.738095238095237
17,31.575396825396826
18,30.341638981173865
19,30.249458874458874
20,28.626623376623378
21,28.57037037037037
22,38.72675736961451
23,31.371315192743765
24,53.73979591836735
25,35.051587301587304
26,45.275510204081634
27,48.718820861678005
28,31.112244897959183
29,30.226757369614514
30,31.463151927437643
31,33.71541950113379
32,29.577097505668934
33,27.93310657596372
34,28.337868480725625
35,31.683673469387756
36,30.817460317460316
37,32.543083900226755
38,40.984693877551024
39,31.160997732426303
40,30.327242524916944
41,29.50221483942414
42,29.541666666666668
43,29.0
44,49.14965986394558
45,43.324829931972786
46,43.965986394557824
47,42.025510204081634
48,42.709750566893426
49,50.22675736961451
50,35.15136054421769
51,34.359410430839006
52,30.8718820861678
53,32.355442176870746
54,28.920068027210885
55,28.570861678004537
56,29.831632653061224
57,31.151360544217688
58,31.700113378684808
59,31.630385487528343
60,31.321428571428573
61,33.32596371882086
62,30.716500553709857
63,30.826746074715754
64,30.484602917341977
65,29.113227513227514
66,42.40997229916898
67,29.936406995230524
68,40.14115646258504
69,48.058956916099774
70,37.45578231292517
71,43.48696145124717
72,46.17857142857143
73,66.35657596371883
74,48.40986394557823
75,68.03684807256236
76,36.01757369614513
77,29.82766439909297
78,29.43877551020408
79,29.807256235827666
80,31.59580498866213
81,42.39002267573696
82,32.36281179138322
83,31.153628117913833
84,31.61111111111111
85,31.73015873015873
86,31.636621315192745
87,28.58385093167702
88,32.42494600431966
89,32.91224268689057
90,37.01077097505669
91,49.983560090702944
92,51.734693877551024
93,43.285714285714285
94,48.857142857142854
95,63.914965986394556
96,41.532879818594104
97,32.750566893424036
98,42.68424036281179
99,41.942743764172334
100,39.923469387755105
101,34.07823129251701
102,36.13492063492063
103,33.00907029478458
104,39.83560090702948
105,34.66553287981859
106,33.067460317460316
107,32.63662131519274
108,34.81893687707641
109,29.07777777777778
110,38.08106575963719
111,40.4359410430839
112,38.78174603174603
113,40.837868480725625
114,38.67403628117914
115,49.66836734693877
