Img no,sp_id,cent_X,cent_Y,width,height,area,grayavg,eccentricity
0.0,75.0,146.5,272.5,42.0,42.0,1764.0,48.40986394557823,0.0
0.0,76.0,146.5,314.5,42.0,42.0,1764.0,68.03684807256236,0.0
0.0,77.0,146.5,356.5,42.0,42.0,1764.0,36.01757369614513,0.0
0.0,78.0,146.5,398.5,42.0,42.0,1764.0,29.82766439909297,0.0
0.0,79.0,146.5,440.5,42.0,42.0,1764.0,29.43877551020408,0.0
0.0,80.0,146.5,482.5,42.0,42.0,1764.0,29.807256235827666,0.0
0.0,81.0,146.5,524.5,42.0,42.0,1764.0,31.59580498866213,0.0
0.0,82.0,146.5,566.5,42.0,42.0,1764.0,42.39002267573696,0.0
0.0,83.0,146.5,608.5,42.0,42.0,1764.0,32.36281179138322,0.0
0.0,84.0,146.5,650.5,42.0,42.0,1764.0,31.153628117913833,0.0
0.0,85.0,146.5,692.5,42.0,42.0,1764.0,31.61111111111111,0.0
0.0,86.0,146.5,734.5,42.0,42.0,1764.0,31.73015873015873,0.0
0.0,87.0,146.5,776.5,42.0,42.0,1764.0,31.636621315192745,0.0
0.0,88.0,146.5,908.5,42.0,46.0,1932.0,28.58385093167702,0.4079586499233487
0.0,89.0,188.451403887689,820.6166306695465,43.0,44.0,1852.0,32.42494600431966,0.2990988980585803
0.0,90.0,188.51950162513543,864.6202600216685,43.0,44.0,1846.0,32.91224268689057,0.3063867202875337
0.0,91.0,188.5,20.5,42.0,42.0,1764.0,37.01077097505669,0.0
0.0,92.0,188.5,62.5,42.0,42.0,1764.0,49.983560090702944,0.0
0.0,93.0,188.5,104.5,42.0,42.0,1764.0,51.734693877551024,0.0
0.0,94.0,188.5,146.5,42.0,42.0,1764.0,43.285714285714285,0.0
0.0,95.0,188.5,188.5,42.0,42.0,1764.0,48.857142857142854,0.0
0.0,96.0,188.5,230.5,42.0,42.0,1764.0,63.914965986394556,0.0
0.0,97.0,188.5,272.5,42.0,42.0,1764.0,41.532879818594104,0.0
0.0,98.0,188.5,314.5,42.0,42.0,1764.0,32.750566893424036,0.0
0.0,99.0,188.5,356.5,42.0,42.0,1764.0,42.68424036281179,0.0
0.0,100.0,188.5,398.5,42.0,42.0,1764.0,41.942743764172334,0.0
0.0,101.0,188.5,440.5,42.0,42.0,1764.0,39.923469387755105,0.0
0.0,102.0,188.5,482.5,42.0,42.0,1764.0,34.07823129251701,0.0
0.0,103.0,188.5,524.5,42.0,42.0,1764.0,36.13492063492063,0.0
0.0,104.0,188.5,566.5,42.0,42.0,1764.0,33.00907029478458,0.0
0.0,105.0,188.5,608.5,42.0,42.0,1764.0,39.83560090702948,0.0
0.0,106.0,188.5,650.5,42.0,42.0,1764.0,34.66553287981859,0.0
0.0,107.0,188.5,692.5,42.0,42.0,1764.0,33.067460317460316,0.0
0.0,108.0,188.5,734.5,42.0,42.0,1764.0,32.63662131519274,0.0
0.0,109.0,188.5,777.0,42.0,43.0,1806.0,34.81893687707641,0.21446601361444437
0.0,110.0,188.5,909.0,42.0,45.0,1890.0,29.07777777777778,0.3590996646753662
0.0,111.0,230.5,20.5,42.0,42.0,1764.0,38.08106575963719,0.0
0.0,112.0,230.5,62.5,42.0,42.0,1764.0,40.4359410430839,0.0
0.0,113.0,230.5,104.5,42.0,42.0,1764.0,38.78174603174603,0.0
0.0,114.0,230.5,146.5,42.0,42.0,1764.0,40.837868480725625,0.0
0.0,115.0,230.5,188.5,42.0,42.0,1764.0,38.67403628117914,0.0
0.0,116.0,230.5,230.5,42.0,42.0,1764.0,49.66836734693877,0.0
0.0,117.0,230.5,272.5,42.0,42.0,1764.0,34.195578231292515,0.0
0.0,118.0,230.5,314.5,42.0,42.0,1764.0,34.10884353741496,0.0
0.0,119.0,230.5,356.5,42.0,42.0,1764.0,37.05215419501134,0.0
0.0,120.0,230.5,398.5,42.0,42.0,1764.0,30.889455782312925,0.0
0.0,121.0,230.5,440.5,42.0,42.0,1764.0,37.56802721088435,0.0
0.0,122.0,230.5,482.5,42.0,42.0,1764.0,41.99659863945578,0.0
0.0,123.0,230.5,524.5,42.0,42.0,1764.0,42.08163265306123,0.0
0.0,124.0,230.5,566.5,42.0,42.0,1764.0,34.54251700680272,0.0
0.0,125.0,230.5,608.5,42.0,42.0,1764.0,33.00396825396825,0.0
0.0,126.0,230.5,650.5,42.0,42.0,1764.0,32.98866213151928,0.0
0.0,127.0,230.5,692.5,42.0,42.0,1764.0,32.79818594104309,0.0
0.0,128.0,230.5,734.5,42.0,42.0,1764.0,33.07426303854875,0.0
0.0,129.0,230.5,776.5,42.0,42.0,1764.0,43.06575963718821,0.0
0.0,130.0,230.5,819.5,42.0,44.0,1848.0,32.146103896103895,0.29814239699997197
0.0,131.0,230.5,863.5,42.0,44.0,1848.0,40.92748917748918,0.29814239699997197
0.0,132.0,230.5,908.5,42.0,46.0,1932.0,29.967391304347824,0.4079586499233487
0.0,133.0,272.5,20.5,42.0,42.0,1764.0,31.093537414965986,0.0
0.0,134.0,272.5,62.5,42.0,42.0,1764.0,32.55612244897959,0.0
0.0,135.0,272.5,104.5,42.0,42.0,1764.0,33.871315192743765,0.0
0.0,136.0,272.5,146.5,42.0,42.0,1764.0,32.80102040816327,0.0
0.0,137.0,272.5,188.5,42.0,42.0,1764.0,39.23866213151928,0.0
0.0,138.0,272.5,230.5,42.0,42.0,1764.0,51.215986394557824,0.0
0.0,139.0,272.5,272.5,42.0,42.0,1764.0,43.11167800453515,0.0
0.0,140.0,272.5,314.5,42.0,42.0,1764.0,36.53231292517007,0.0
0.0,141.0,272.5,356.5,42.0,42.0,1764.0,31.098072562358276,0.0
0.0,142.0,272.5,398.5,42.0,42.0,1764.0,30.136621315192745,0.0
0.0,143.0,272.5,440.5,42.0,42.0,1764.0,30.590702947845806,0.0
0.0,144.0,272.5,482.5,42.0,42.0,1764.0,33.16780045351474,0.0
0.0,145.0,272.5,524.5,42.0,42.0,1764.0,44.23922902494331,0.0
0.0,146.0,272.5,566.5,42.0,42.0,1764.0,38.80555555555556,0.0
0.0,147.0,272.5,608.5,42.0,42.0,1764.0,34.16383219954648,0.0
0.0,148.0,272.5,650.5,42.0,42.0,1764.0,33.342403628117914,0.0
0.0,149.0,272.5,692.5,42.0,42.0,1764.0,33.43877551020408,0.0
0.0,150.0,272.5,734.5,42.0,42.0,1764.0,32.901927437641724,0.0
0.0,151.0,272.5,777.0,42.0,43.0,1806.0,32.62403100775194,0.21446601361444437
0.0,152.0,272.5,820.5,42.0,44.0,1848.0,31.475649350649352,0.29814239699997197
0.0,153.0,272.5,864.5,42.0,44.0,1848.0,31.252705627705627,0.29814239699997197
0.0,154.0,272.5,909.0,42.0,45.0,1890.0,29.535449735449735,0.3590996646753662
0.0,155.0,314.5,20.5,42.0,42.0,1764.0,30.64002267573696,0.0
0.0,156.0,314.5,62.5,42.0,42.0,1764.0,32.82256235827664,0.0
0.0,157.0,314.5,104.5,42.0,42.0,1764.0,33.75,0.0
0.0,158.0,314.5,146.5,42.0,42.0,1764.0,36.30952380952381,0.0
0.0,159.0,314.5,188.5,42.0,42.0,1764.0,54.49546485260771,0.0
0.0,160.0,314.5,230.5,42.0,42.0,1764.0,58.60997732426304,0.0
0.0,161.0,314.5,272.5,42.0,42.0,1764.0,105.82879818594104,0.0
0.0,162.0,314.5,314.5,42.0,42.0,1764.0,34.090702947845806,0.0
0.0,163.0,314.5,356.5,42.0,42.0,1764.0,31.885487528344672,0.0
0.0,164.0,314.5,398.5,42.0,42.0,1764.0,32.67063492063492,0.0
0.0,165.0,314.5,440.5,42.0,42.0,1764.0,36.474489795918366,0.0
0.0,166.0,314.5,482.5,42.0,42.0,1764.0,34.72845804988662,0.0
0.0,167.0,314.5,524.5,42.0,42.0,1764.0,33.704081632653065,0.0
0.0,168.0,314.5,566.5,42.0,42.0,1764.0,35.51984126984127,0.0
0.0,169.0,314.5,608.5,42.0,42.0,1764.0,48.66893424036281,0.0
0.0,170.0,314.5,650.5,42.0,42.0,1764.0,67.63832199546485,0.0
0.0,171.0,314.5,692.5,42.0,42.0,1764.0,41.358276643990926,0.0
0.0,172.0,314.5,734.5,42.0,42.0,1764.0,33.788548752834465,0.0
0.0,173.0,314.5,777.0,42.0,43.0,1806.0,39.959579180509415,0.21446601361444437
0.0,174.0,314.5016233766234,820.5649350649351,43.0,44.0,1848.0,32.50108225108225,0.29935164332618214
0.0,175.0,314.53592652620205,864.5726634251756,43.0,44.0,1851.0,30.630470016207454,0.2974590059021181
0.0,176.0,314.5,909.0,42.0,45.0,1890.0,31.015343915343916,0.3590996646753662
0.0,177.0,356.48699501936915,818.9457664637521,43.0,43.0,1807.0,40.250138350857775,0.2172226178424873
0.0,178.0,356.5424178154825,862.9379639448568,43.0,45.0,1886.0,37.35737009544008,0.36065922585050175
0.0,179.0,356.5,20.5,42.0,42.0,1764.0,30.68877551020408,0.0
0.0,180.0,356.5,62.5,42.0,42.0,1764.0,30.709183673469386,0.0
0.0,181.0,356.5,104.5,42.0,42.0,1764.0,34.38548752834467,0.0
0.0,182.0,356.5,146.5,42.0,42.0,1764.0,34.863945578231295,0.0
0.0,183.0,356.5,188.5,42.0,42.0,1764.0,37.6218820861678,0.0
0.0,184.0,356.5,230.5,42.0,42.0,1764.0,45.27891156462585,0.0
0.0,185.0,356.5,272.5,42.0,42.0,1764.0,58.499433106575964,0.0
0.0,186.0,356.5,314.5,42.0,42.0,1764.0,36.55385487528345,0.0
0.0,187.0,356.5,356.5,42.0,42.0,1764.0,33.6921768707483,0.0
0.0,188.0,356.5,398.5,42.0,42.0,1764.0,30.872448979591837,0.0
0.0,189.0,356.5,440.5,42.0,42.0,1764.0,30.988095238095237,0.0
0.0,190.0,356.5,482.5,42.0,42.0,1764.0,39.474489795918366,0.0
0.0,191.0,356.5,524.5,42.0,42.0,1764.0,41.423469387755105,0.0
0.0,192.0,356.5,566.5,42.0,42.0,1764.0,39.57256235827664,0.0
0.0,193.0,356.5,608.5,42.0,42.0,1764.0,73.96825396825396,0.0
0.0,194.0,356.5,650.5,42.0,42.0,1764.0,34.05215419501134,0.0
0.0,195.0,356.5,692.5,42.0,42.0,1764.0,33.80555555555556,0.0
0.0,196.0,356.5,734.5,42.0,42.0,1764.0,40.043083900226755,0.0
0.0,197.0,356.5,776.5,42.0,42.0,1764.0,36.01984126984127,0.0
0.0,198.0,356.5,908.5,42.0,46.0,1932.0,35.74120082815735,0.4079586499233487
0.0,199.0,398.5,20.5,42.0,42.0,1764.0,32.4812925170068,0.0
0.0,200.0,398.5,62.5,42.0,42.0,1764.0,30.764739229024944,0.0
0.0,201.0,398.5,104.5,42.0,42.0,1764.0,36.43764172335601,0.0
0.0,202.0,398.5,146.5,42.0,42.0,1764.0,38.81349206349206,0.0
0.0,203.0,398.5,188.5,42.0,42.0,1764.0,43.18197278911565,0.0
0.0,204.0,398.5,230.5,42.0,42.0,1764.0,48.4172335600907,0.0
0.0,205.0,398.5,272.5,42.0,42.0,1764.0,42.54761904761905,0.0
0.0,206.0,398.5,314.5,42.0,42.0,1764.0,44.27607709750567,0.0
0.0,207.0,398.5,356.5,42.0,42.0,1764.0,32.47392290249433,0.0
0.0,208.0,398.5,398.5,42.0,42.0,1764.0,33.09297052154195,0.0
0.0,209.0,398.5,440.5,42.0,42.0,1764.0,31.680839002267575,0.0
0.0,210.0,398.5,482.5,42.0,42.0,1764.0,42.43027210884354,0.0
0.0,211.0,398.5,524.5,42.0,42.0,1764.0,39.109410430839006,0.0
0.0,212.0,398.5,566.5,42.0,42.0,1764.0,50.709750566893426,0.0
0.0,213.0,398.5,608.5,42.0,42.0,1764.0,49.68877551020408,0.0
0.0,214.0,398.5,650.5,42.0,42.0,1764.0,33.59183673469388,0.0
0.0,215.0,398.5,692.5,42.0,42.0,1764.0,35.439909297052154,0.0
0.0,216.0,398.5,734.5,42.0,42.0,1764.0,51.81349206349206,0.0
0.0,217.0,398.5,776.5,42.0,42.0,1764.0,43.235827664399096,0.0
0.0,218.0,398.5,819.0,42.0,43.0,1806.0,39.27297895902547,0.21446601361444437
0.0,219.0,398.5,863.0,42.0,45.0,1890.0,29.8989417989418,0.3590996646753662
0.0,220.0,398.5,908.5,42.0,46.0,1932.0,36.226190476190474,0.4079586499233487
0.0,221.0,440.5,20.5,42.0,42.0,1764.0,27.781179138321995,0.0
0.0,222.0,440.5,62.5,42.0,42.0,1764.0,28.94047619047619,0.0
0.0,223.0,440.5,104.5,42.0,42.0,1764.0,30.310657596371883,0.0
0.0,224.0,440.5,146.5,42.0,42.0,1764.0,31.88605442176871,0.0
0.0,225.0,440.5,188.5,42.0,42.0,1764.0,38.009637188208615,0.0
0.0,226.0,440.5,230.5,42.0,42.0,1764.0,38.30215419501134,0.0
0.0,227.0,440.5,272.5,42.0,42.0,1764.0,63.49263038548753,0.0
0.0,228.0,440.5,314.5,42.0,42.0,1764.0,37.0,0.0
0.0,229.0,440.5,356.5,42.0,42.0,1764.0,37.17687074829932,0.0
0.0,230.0,440.5,398.5,42.0,42.0,1764.0,28.675736961451246,0.0
0.0,231.0,440.5,440.5,42.0,42.0,1764.0,38.9812925170068,0.0
0.0,232.0,440.5,482.5,42.0,42.0,1764.0,31.647959183673468,0.0
0.0,233.0,440.5,524.5,42.0,42.0,1764.0,38.520975056689345,0.0
0.0,234.0,440.5,566.5,42.0,42.0,1764.0,39.268140589569164,0.0
0.0,235.0,440.5,608.5,42.0,42.0,1764.0,52.933673469387756,0.0
0.0,236.0,440.5,650.5,42.0,42.0,1764.0,41.78628117913832,0.0
0.0,237.0,440.5,692.5,42.0,42.0,1764.0,31.962585034013607,0.0
0.0,238.0,440.5,734.5,42.0,42.0,1764.0,48.064625850340136,0.0
0.0,239.0,440.5,776.5,42.0,42.0,1764.0,69.30555555555556,0.0
0.0,240.0,440.47778981581797,819.4772481040087,42.0,44.0,1846.0,45.73835319609967,0.2986505803340093
0.0,241.0,440.5,863.5,42.0,44.0,1848.0,33.20183982683983,0.29814239699997197
0.0,242.0,440.5,908.5,42.0,46.0,1932.0,27.100931677018632,0.4079586499233487
0.0,243.0,482.4762168141593,820.0226769911504,43.0,43.0,1808.0,34.12057522123894,0.21443753215662437
0.0,244.0,482.5,20.5,42.0,42.0,1764.0,33.08560090702948,0.0
0.0,245.0,482.5,62.5,42.0,42.0,1764.0,28.88605442176871,0.0
0.0,246.0,482.5,104.5,42.0,42.0,1764.0,35.50283446712018,0.0
0.0,247.0,482.5,146.5,42.0,42.0,1764.0,32.64795918367347,0.0
0.0,248.0,482.5,188.5,42.0,42.0,1764.0,35.1343537414966,0.0
0.0,249.0,482.5,230.5,42.0,42.0,1764.0,37.25,0.0
0.0,250.0,482.5,272.5,42.0,42.0,1764.0,32.262471655328795,0.0
0.0,251.0,482.5,314.5,42.0,42.0,1764.0,36.80385487528345,0.0
0.0,252.0,482.5,356.5,42.0,42.0,1764.0,31.292517006802722,0.0
0.0,253.0,482.5,398.5,42.0,42.0,1764.0,28.30328798185941,0.0
0.0,254.0,482.5,440.5,42.0,42.0,1764.0,28.430839002267575,0.0
0.0,255.0,482.5,482.5,42.0,42.0,1764.0,30.96201814058957,0.0
0.0,256.0,482.5,524.5,42.0,42.0,1764.0,31.024943310657598,0.0
0.0,257.0,482.5,566.5,42.0,42.0,1764.0,39.39342403628118,0.0
0.0,258.0,482.5,608.5,42.0,42.0,1764.0,36.2046485260771,0.0
0.0,259.0,482.5,650.5,42.0,42.0,1764.0,31.746598639455783,0.0
0.0,260.0,482.5,692.5,42.0,42.0,1764.0,38.923469387755105,0.0
0.0,261.0,482.5,734.5,42.0,42.0,1764.0,43.997732426303855,0.0
0.0,262.0,482.5,777.0,42.0,43.0,1806.0,44.881506090808415,0.21446601361444437
0.0,263.0,482.5,863.5,42.0,44.0,1848.0,33.705627705627705,0.29814239699997197
0.0,264.0,482.5,908.5,42.0,46.0,1932.0,26.018633540372672,0.4079586499233487
0.0,265.0,524.5,20.5,42.0,42.0,1764.0,29.09013605442177,0.0
0.0,266.0,524.5,62.5,42.0,42.0,1764.0,36.21315192743764,0.0
0.0,267.0,524.5,104.5,42.0,42.0,1764.0,33.60770975056689,0.0
0.0,268.0,524.5,146.5,42.0,42.0,1764.0,35.16553287981859,0.0
0.0,269.0,524.5,188.5,42.0,42.0,1764.0,33.295918367346935,0.0
0.0,270.0,524.5,230.5,42.0,42.0,1764.0,34.81859410430839,0.0
0.0,271.0,524.5,272.5,42.0,42.0,1764.0,35.17176870748299,0.0
0.0,272.0,524.5,314.5,42.0,42.0,1764.0,31.74206349206349,0.0
0.0,273.0,524.5,356.5,42.0,42.0,1764.0,49.06859410430839,0.0
0.0,274.0,524.5,398.5,42.0,42.0,1764.0,31.81235827664399,0.0
0.0,275.0,524.5,440.5,42.0,42.0,1764.0,29.469954648526077,0.0
0.0,276.0,524.5,482.5,42.0,42.0,1764.0,34.01587301587302,0.0
0.0,277.0,524.5,524.5,42.0,42.0,1764.0,58.77607709750567,0.0
0.0,278.0,524.5,566.5,42.0,42.0,1764.0,35.63945578231292,0.0
0.0,279.0,524.5,608.5,42.0,42.0,1764.0,42.01020408163265,0.0
0.0,280.0,524.5,650.5,42.0,42.0,1764.0,37.442743764172334,0.0
0.0,281.0,524.5,692.5,42.0,42.0,1764.0,33.35204081632653,0.0
0.0,282.0,524.5,734.5,42.0,42.0,1764.0,31.78798185941043,0.0
0.0,283.0,524.5,777.0,42.0,43.0,1806.0,33.713178294573645,0.21446601361444437
0.0,284.0,524.5,820.5,42.0,44.0,1848.0,30.83712121212121,0.29814239699997197
0.0,285.0,524.5,864.5,42.0,44.0,1848.0,30.1525974025974,0.29814239699997197
0.0,286.0,524.5,909.0,42.0,45.0,1890.0,29.298412698412697,0.3590996646753662
0.0,287.0,566.5,20.5,42.0,42.0,1764.0,31.288548752834465,0.0
0.0,288.0,566.5,62.5,42.0,42.0,1764.0,31.909297052154194,0.0
0.0,289.0,566.5,104.5,42.0,42.0,1764.0,51.802721088435376,0.0
0.0,290.0,566.5,146.5,42.0,42.0,1764.0,62.79478458049886,0.0
0.0,291.0,566.5,188.5,42.0,42.0,1764.0,38.65419501133787,0.0
0.0,292.0,566.5,230.5,42.0,42.0,1764.0,39.69387755102041,0.0
0.0,293.0,566.5,272.5,42.0,42.0,1764.0,32.442743764172334,0.0
0.0,294.0,566.5,314.5,42.0,42.0,1764.0,35.19047619047619,0.0
0.0,295.0,566.5,356.5,42.0,42.0,1764.0,32.9109977324263,0.0
0.0,296.0,566.5,398.5,42.0,42.0,1764.0,30.066326530612244,0.0
0.0,297.0,566.5,440.5,42.0,42.0,1764.0,28.69557823129252,0.0
0.0,298.0,566.5,482.5,42.0,42.0,1764.0,34.28741496598639,0.0
0.0,299.0,566.5,524.5,42.0,42.0,1764.0,35.56519274376417,0.0
0.0,300.0,566.5,566.5,42.0,42.0,1764.0,32.9030612244898,0.0
0.0,301.0,566.5,608.5,42.0,42.0,1764.0,36.499433106575964,0.0
0.0,302.0,566.5,650.5,42.0,42.0,1764.0,40.92120181405895,0.0
0.0,303.0,566.5,692.5,42.0,42.0,1764.0,31.867913832199548,0.0
0.0,304.0,566.5,734.5,42.0,42.0,1764.0,33.02947845804989,0.0
0.0,305.0,566.5,777.0,42.0,43.0,1806.0,34.20321151716501,0.21446601361444437
0.0,306.0,566.5,820.0,42.0,43.0,1806.0,35.125692137320044,0.21446601361444437
0.0,307.0,566.5,863.5,42.0,44.0,1848.0,31.048160173160174,0.29814239699997197
0.0,308.0,566.5,908.5,42.0,46.0,1932.0,29.056418219461698,0.4079586499233487
0.0,309.0,608.5,20.5,42.0,42.0,1764.0,29.99829931972789,0.0
0.0,310.0,608.5,62.5,42.0,42.0,1764.0,31.604875283446713,0.0
0.0,311.0,608.5,104.5,42.0,42.0,1764.0,68.22505668934241,0.0
0.0,312.0,608.5,146.5,42.0,42.0,1764.0,40.93764172335601,0.0
0.0,313.0,608.5,188.5,42.0,42.0,1764.0,36.13548752834467,0.0
0.0,314.0,608.5,230.5,42.0,42.0,1764.0,44.33560090702948,0.0
0.0,315.0,608.5,272.5,42.0,42.0,1764.0,44.93650793650794,0.0
0.0,316.0,608.5,314.5,42.0,42.0,1764.0,32.633219954648524,0.0
0.0,317.0,608.5,356.5,42.0,42.0,1764.0,31.98639455782313,0.0
0.0,318.0,608.5,398.5,42.0,42.0,1764.0,35.46371882086168,0.0
0.0,319.0,608.5,440.5,42.0,42.0,1764.0,32.3531746031746,0.0
0.0,320.0,608.5,482.5,42.0,42.0,1764.0,35.28684807256236,0.0
0.0,321.0,608.5,524.5,42.0,42.0,1764.0,54.18707482993197,0.0
0.0,322.0,608.5,566.5,42.0,42.0,1764.0,38.861111111111114,0.0
0.0,323.0,608.5,608.5,42.0,42.0,1764.0,42.84467120181406,0.0
0.0,324.0,608.5,650.5,42.0,42.0,1764.0,33.67460317460318,0.0
0.0,325.0,608.5,692.5,42.0,42.0,1764.0,34.183673469387756,0.0
0.0,326.0,608.5,734.5,42.0,42.0,1764.0,62.569160997732425,0.0
0.0,327.0,608.5,777.0,42.0,43.0,1806.0,34.73698781838317,0.21446601361444437
0.0,328.0,608.5,820.5,42.0,44.0,1848.0,33.63798701298701,0.29814239699997197
0.0,329.0,608.5,864.5,42.0,44.0,1848.0,30.540584415584416,0.29814239699997197
0.0,330.0,608.5,909.0,42.0,45.0,1890.0,31.05079365079365,0.3590996646753662
0.0,331.0,650.5,20.5,42.0,42.0,1764.0,29.510204081632654,0.0
