,0
0,33.85435779816514
1,30.503597122302157
2,33.001025115325476
3,37.33684210526316
4,34.83701188455009
5,31.990265008112495
6,30.432400238237047
7,30.443396226415093
8,32.00946372239748
9,33.939786156443446
10,30.633958103638367
11,33.59059633027523
12,36.07306226175349
13,31.247379454926623
14,30.143478260869564
15,30.367346938775512
16,30.331632653061224
17,30.130675526024362
18,29.51569264069264
19,28.538961038961038
20,27.071957671957673
21,28.02239488117002
22,28.881274131274132
23,42.377230246389125
24,49.9036969420356
25,27.946382092660073
26,28.912717034256218
27,30.1510496671787
28,30.155581260844418
29,28.982561036372697
30,30.578149503397803
31,33.20616883116883
32,31.61864406779661
33,33.12917594654788
34,30.536663124335814
35,30.66591294516676
36,30.53045404208195
37,29.937229437229437
38,29.040584415584416
39,27.834920634920636
40,34.95928080380751
41,35.90898203592814
42,32.50791974656811
43,31.587535410764872
44,34.86611909650924
45,30.798231066887784
46,30.552535284892837
47,32.84487693188323
48,29.219185722253208
49,31.390326209223847
50,43.1239092495637
51,30.587841606246513
52,32.67911318553092
53,36.96510560146924
54,32.78253325621747
55,31.343394077448746
56,31.272108843537413
57,30.772425249169434
58,30.494588744588743
59,29.918290043290042
60,28.585714285714285
61,34.671501087744744
62,35.132536664856055
63,32.65779864371414
64,50.73542274052478
65,37.89554195804196
66,82.8280402788536
67,36.88167226577081
68,37.16006097560975
69,33.85665859564165
70,30.9978471474704
71,30.45514950166113
72,35.25089605734767
73,30.34888888888889
74,31.715312327252626
75,30.575638506876228
76,29.493677844969763
77,32.02891156462585
78,31.349206349206348
79,31.174972314507198
80,31.01298701298701
81,30.420454545454547
82,29.300258397932815
83,37.519187358916476
84,39.372485046220774
85,35.62387290682697
86,35.863042341871406
87,42.60042964554243
88,31.556545961002787
89,33.44128611369991
90,32.62345346960731
91,36.854233654876744
92,32.86009292720702
93,31.445953593661574
94,30.323804288070367
95,29.362244897959183
96,31.107142857142858
97,31.68106312292359
98,32.54931972789116
99,32.149092970521544
100,31.87641723356009
101,31.604097452934663
102,31.083874458874458
103,30.239353099730458
104,29.25910931174089
105,30.75975975975976
106,35.248520710059175
107,33.129592850049654
108,33.598753894081
109,41.23583260680035
110,32.95206828627708
111,35.87073707370737
112,30.660194174757283
113,30.019538188277085
114,31.576923076923077
115,32.075690607734806
116,32.51459034792368
117,32.48202247191011
118,32.33730158730159
119,32.25581395348837
120,31.935448577680525
121,30.771443793287162
122,35.31778425655977
123,35.825693606755124
124,34.50096061479347
125,29.507183908045977
126,42.39576213260424
127,81.47728155339806
128,38.987158908507226
129,54.419501133786845
130,33.0573047858942
131,39.92760575665068
132,32.18832467013195
133,30.92994652406417
134,30.77704081632653
135,32.92518560822387
136,31.588821250691755
137,32.05555555555556
138,32.564625850340136
139,32.88038548752834
140,32.86898395721925
141,32.84437264404954
142,32.59199555308505
143,32.29607415485278
144,34.776328986960884
145,32.633066666666664
146,35.559734513274336
147,38.82468955441929
148,38.90132827324478
149,29.60488704472107
150,55.54978877489439
151,32.603965183752415
152,38.75544233441408
153,46.48001648125258
154,31.459415584415584
155,31.707081545064376
156,32.66741321388578
157,39.95733333333333
158,32.07403375068046
159,32.778344671201815
160,32.896126760563384
161,32.43502509760179
162,33.66312594840668
163,34.90199479618387
164,32.79514824797844
165,41.89226033421284
166,32.825182101977106
167,93.88177107866227
168,31.710416666666667
169,39.312322544009085
170,33.82428430404738
171,36.2592804111936
172,46.31087719298245
173,67.91760299625469
174,31.795228628230618
175,32.84915084915085
176,33.636986301369866
177,38.688070294018246
178,33.6008993816751
179,32.163120567375884
180,31.15126050420168
181,31.92089470812875
182,32.77621985417835
183,32.47145769622834
184,42.67760758570387
185,32.79344101811062
186,40.313092979127134
187,47.47929395790903
188,83.57215373459029
189,51.07590361445783
190,50.668053629218676
191,30.70754716981132
192,29.943775100401606
193,30.99771897810219
194,53.56178302196001
195,29.680608365019012
196,31.86577540106952
197,30.10239085239085
198,61.44117647058823
199,31.391460905349795
200,31.912737127371273
201,33.75405405405405
202,33.99370277078086
203,30.190738699007717
204,33.44780962682531
205,31.40899689762151
206,35.19716832721552
207,49.85906351414001
208,35.20795107033639
209,33.18000947418285
210,40.16763005780347
211,29.059236947791163
212,32.8563656147987
213,29.353755993606818
214,27.95137420718816
215,31.313525749858517
216,31.270655270655272
217,36.67340748230536
218,27.15276329509906
219,30.300970873786408
220,31.416489361702126
221,50.131178707224336
222,29.278384279475983
223,33.940497874924105
224,32.707134637514386
225,32.49010989010989
226,33.977924944812365
227,33.78025655326269
228,103.22703412073491
229,32.14385964912281
230,37.202338129496404
231,32.44731296101159
232,44.50782122905028
233,29.66530612244898
234,29.77883597883598
235,37.51697699890471
236,27.61079865016873
237,30.41552008805724
238,29.425027563395812
239,30.52907961603614
240,34.425860023724795
241,28.7636684303351
242,27.771485345255837
243,30.21158958001063
244,25.846318036286018
245,26.592212006489994
246,30.696670135275756
247,29.849086161879896
248,25.62363352420614
249,28.811494252873562
250,31.557015485687472
251,38.00878552971576
252,54.14661458333333
253,35.96521739130435
254,38.38185032410136
255,31.302452316076295
256,31.107424071991
257,31.211456102783725
258,29.932033426183843
259,28.343817787418654
260,30.5897166841553
261,26.84552845528455
262,29.375347029428095
263,27.89983397897067
264,30.629068462401797
265,31.134345794392523
266,27.756437768240342
267,29.405845980888138
268,40.22124560522351
269,31.863562533838657
270,42.62838768948094
271,31.190927218344964
272,39.261856710393545
273,33.85843920145191
274,37.60750132065505
275,32.89202127659574
276,32.51000953288847
277,28.91338199513382
278,31.621913580246915
279,33.428650442477874
280,30.215675675675676
281,28.30505876341339
282,31.397849462365592
283,31.589794897448723
284,28.817425354870288
285,31.248818897637797
286,35.0235368956743
287,30.548439181916038
288,33.54124365482234
289,32.16452154448797
290,30.72877122877123
291,34.27259332023576
292,72.21539230384808
293,38.265976597659765
294,36.760334903192046
295,32.94562262098967
296,32.45157838416265
297,30.74934036939314
298,33.715641766405284
299,37.35098039215686
300,37.27745664739884
301,29.788761706555672
302,32.22444317532838
303,40.24099318403116
304,30.077220077220076
305,33.15558126084442
306,32.69832985386221
307,31.88985313751669
308,37.11853448275862
309,30.869494290375204
310,39.075164835164834
311,64.42442676649509
312,45.62174783188792
313,42.22639149468418
314,58.06221374045801
315,33.13926596279538
316,31.98332582244254
317,32.17195242814668
318,36.97920604914934
319,64.19215044971382
320,30.292340884573893
321,32.590009891196836
322,32.44952759820985
323,31.412135922330098
324,42.38699007717751
325,31.957631721890277
326,29.179640718562876
327,30.954734651404788
328,31.986681465038846
329,33.1438127090301
330,44.97749919639987
331,34.19585448392555
332,32.47315436241611
333,35.077985739750446
334,31.153926157046282
335,29.91346153846154
336,34.43979057591623
337,34.46201463140124
338,33.29440789473684
339,47.25022143489814
340,31.482279048900853
341,35.19611848825332
342,30.94136632598171
343,36.277749096541044
344,31.839213418160785
345,32.86305048335124
346,31.587823275862068
347,33.83258785942492
348,30.113385826771655
349,33.87364060072501
350,63.2150744119059
351,55.62306136210384
352,55.866114561766736
353,34.06182795698925
354,54.50950226244344
355,34.30093355299286
356,69.03502727533736
357,31.555284948855334
358,35.83422720624086
359,34.058968058968055
360,29.869112814895946
361,33.93579978237214
362,31.454251883745965
363,33.48241469816273
364,30.700836820083683
365,32.11213434452871
366,33.25380434782609
367,33.53779069767442
368,29.879980563654033
369,42.639408866995076
370,31.767201241593376
371,36.923110151187906
372,64.93105350248207
373,40.81720430107527
374,33.05960945529291
375,32.47314867156586
376,32.538307461191785
377,34.24357108199903
378,34.77599653379549
379,33.073233625580194
380,38.503136200716845
381,31.931246793227295
382,30.73981792045999
383,34.55027675276753
384,31.718446601941746
385,33.579075425790755
386,35.70234291799787
387,30.67921146953405
388,32.50729571984436
389,33.84393869019972
390,34.42567567567568
391,46.897283531409165
392,32.8016443987667
393,38.10476639924493
394,38.33195020746888
395,37.604395604395606
396,30.10568295114656
397,32.47381546134663
398,36.59533678756477
399,32.02962577962578
400,32.53998865570051
401,32.83691662296801
402,30.11712214166202
403,30.873008434864104
404,33.7037037037037
405,34.80893909626719
406,33.92526690391459
407,51.419093851132686
408,33.40095155709343
409,33.101596516690854
410,32.7673164661966
411,71.95446320868517
412,32.26963481740871
413,33.43105065666041
414,32.72094117647059
415,41.88774055595153
416,61.690699658703075
417,39.080135988343855
418,55.418810289389064
419,31.749227600411945
420,30.937285644292015
421,30.972972972972972
422,29.00989068193649
423,28.68776150627615
424,37.25341480948958
425,32.212889593238245
426,31.09027777777778
427,32.933609958506224
428,32.91864764923402
429,37.389324960753534
430,30.229646697388635
431,35.09976133651551
432,33.60278902384166
433,45.217279726261765
434,33.12793483469095
435,30.614617940199334
436,31.007789678675756
437,30.416591115140527
438,37.38611388611388
439,30.268480725623583
440,26.914120126448893
441,32.56618671620994
442,33.9583835946924
443,31.19648093841642
